-7330.1	-2828.1	50.0
-7003.1	-2501.1	51.0
-9292.1	-2174.1	49.5
-8638.1	-2174.1	51.0
-8311.1	-2174.1	51.5
-7003.1	-2174.1	51.0
-9292.1	-1847.1	50.0
-8965.1	-1847.1	51.5
-7657.1	-1847.1	51.0
-6676.1	-1847.1	53.0
-8638.1	-1520.1	50.5
-8311.1	-1520.1	52.0
-7330.1	-1520.1	52.0
-6349.1	-1520.1	55.0
-6676.1	-1193.1	52.0
-8311.1	-866.1	53.5
-9292.1	-539.1	49.5
-6349.1	-539.1	54.0
